time,depth
07:04:00 02-Jan-2000,2.1
07:05:00 02-Jan-2000,1.6
07:06:00 02-Jan-2000,2.4
07:07:00 02-Jan-2000,1.4
07:08:00 02-Jan-2000,1
07:09:00 02-Jan-2000,2.4
07:10:00 02-Jan-2000,0
07:11:00 02-Jan-2000,0.7
07:12:00 02-Jan-2000,2
07:13:00 02-Jan-2000,1.5
07:14:00 02-Jan-2000,1.7
07:15:00 02-Jan-2000,0.9
07:16:00 02-Jan-2000,0.1
07:17:00 02-Jan-2000,1.8
07:18:00 02-Jan-2000,1.4
07:19:00 02-Jan-2000,1.1
07:20:00 02-Jan-2000,1.8
07:21:00 02-Jan-2000,0.8
07:22:00 02-Jan-2000,2.1
07:23:00 02-Jan-2000,1.4
07:24:00 02-Jan-2000,2.6
07:25:00 02-Jan-2000,0
07:26:00 02-Jan-2000,2.5
07:27:00 02-Jan-2000,1.5
07:28:00 02-Jan-2000,0
07:29:00 02-Jan-2000,1.7
07:30:00 02-Jan-2000,1.8
07:31:00 02-Jan-2000,1.3
07:32:00 02-Jan-2000,1.3
07:33:00 02-Jan-2000,1.6
07:34:00 02-Jan-2000,2.8
07:35:00 02-Jan-2000,2.2
07:36:00 02-Jan-2000,0.5
07:37:00 02-Jan-2000,1.6
07:38:00 02-Jan-2000,0.3
07:39:00 02-Jan-2000,1.4
07:40:00 02-Jan-2000,3.2
07:41:00 02-Jan-2000,1
07:42:00 02-Jan-2000,0
07:43:00 02-Jan-2000,1.8
07:44:00 02-Jan-2000,0.1
07:45:00 02-Jan-2000,0.2
07:46:00 02-Jan-2000,1.1
07:47:00 02-Jan-2000,1
07:48:00 02-Jan-2000,0
07:49:00 02-Jan-2000,0.8
07:50:00 02-Jan-2000,2.3
07:51:00 02-Jan-2000,1.2
07:52:00 02-Jan-2000,0.4
07:53:00 02-Jan-2000,1
07:54:00 02-Jan-2000,2.9
07:55:00 02-Jan-2000,0
07:56:00 02-Jan-2000,2.1
07:57:00 02-Jan-2000,0.9
07:58:00 02-Jan-2000,1.3
07:59:00 02-Jan-2000,2.4
08:00:00 02-Jan-2000,2.5
08:01:00 02-Jan-2000,0.8
08:02:00 02-Jan-2000,1.4
08:03:00 02-Jan-2000,0.2
08:04:00 02-Jan-2000,0
08:05:00 02-Jan-2000,1.3
08:06:00 02-Jan-2000,2.5
08:07:00 02-Jan-2000,0.5
08:08:00 02-Jan-2000,1.6
08:09:00 02-Jan-2000,2.1
08:10:00 02-Jan-2000,0.6
08:11:00 02-Jan-2000,2.7
08:12:00 02-Jan-2000,2
08:13:00 02-Jan-2000,0
08:14:00 02-Jan-2000,1.6
08:15:00 02-Jan-2000,0.9
08:16:00 02-Jan-2000,1.4
08:17:00 02-Jan-2000,2
08:18:00 02-Jan-2000,2
08:19:00 02-Jan-2000,3.1
08:20:00 02-Jan-2000,0.9
08:21:00 02-Jan-2000,0.6
08:22:00 02-Jan-2000,1.6
08:23:00 02-Jan-2000,1.2
08:24:00 02-Jan-2000,0
08:25:00 02-Jan-2000,2.6
08:26:00 02-Jan-2000,1.9
08:27:00 02-Jan-2000,0.6
08:28:00 02-Jan-2000,0
08:29:00 02-Jan-2000,0.8
08:30:00 02-Jan-2000,0
08:31:00 02-Jan-2000,1
08:32:00 02-Jan-2000,0.3
08:33:00 02-Jan-2000,2.4
08:34:00 02-Jan-2000,1.3
08:35:00 02-Jan-2000,2.7
08:36:00 02-Jan-2000,0.6
08:37:00 02-Jan-2000,1.7
08:38:00 02-Jan-2000,1.2
08:39:00 02-Jan-2000,1.9
08:40:00 02-Jan-2000,0.3
08:41:00 02-Jan-2000,1.5
08:42:00 02-Jan-2000,1.8
08:43:00 02-Jan-2000,0.7
08:44:00 02-Jan-2000,1.6
08:45:00 02-Jan-2000,0
08:46:00 02-Jan-2000,1.3
08:47:00 02-Jan-2000,2
08:48:00 02-Jan-2000,1.2
08:49:00 02-Jan-2000,0.5
08:50:00 02-Jan-2000,1.4
08:51:00 02-Jan-2000,0
08:52:00 02-Jan-2000,1.8
08:53:00 02-Jan-2000,0
08:54:00 02-Jan-2000,0.7
08:55:00 02-Jan-2000,1.7
08:56:00 02-Jan-2000,2.2
08:57:00 02-Jan-2000,1.9
08:58:00 02-Jan-2000,1.9
08:59:00 02-Jan-2000,2.3
09:00:00 02-Jan-2000,2.7
09:01:00 02-Jan-2000,0.1
09:02:00 02-Jan-2000,0.4
09:03:00 02-Jan-2000,1.2
09:04:00 02-Jan-2000,3.2
09:05:00 02-Jan-2000,0
09:06:00 02-Jan-2000,1
09:07:00 02-Jan-2000,0
09:08:00 02-Jan-2000,2.5
09:09:00 02-Jan-2000,0.4
09:10:00 02-Jan-2000,1.6
09:11:00 02-Jan-2000,0.6
09:12:00 02-Jan-2000,3
09:13:00 02-Jan-2000,1.8
09:14:00 02-Jan-2000,1.9
09:15:00 02-Jan-2000,0.8
09:16:00 02-Jan-2000,0.6
09:17:00 02-Jan-2000,4.1
09:18:00 02-Jan-2000,2.6
09:19:00 02-Jan-2000,3.3
09:20:00 02-Jan-2000,1.5
09:21:00 02-Jan-2000,2
09:22:00 02-Jan-2000,1
09:23:00 02-Jan-2000,2.6
09:24:00 02-Jan-2000,0.6
09:25:00 02-Jan-2000,1.2
09:26:00 02-Jan-2000,0.5
09:27:00 02-Jan-2000,0.9
09:28:00 02-Jan-2000,0.6
09:29:00 02-Jan-2000,1.3
09:30:00 02-Jan-2000,2.3
09:31:00 02-Jan-2000,0.9
09:32:00 02-Jan-2000,1.8
09:33:00 02-Jan-2000,2.6
09:34:00 02-Jan-2000,2.5
09:35:00 02-Jan-2000,0.4
09:36:00 02-Jan-2000,0.6
09:37:00 02-Jan-2000,1
09:38:00 02-Jan-2000,2.4
09:39:00 02-Jan-2000,0
09:40:00 02-Jan-2000,1
09:41:00 02-Jan-2000,1.7
09:42:00 02-Jan-2000,2.7
09:43:00 02-Jan-2000,0
09:44:00 02-Jan-2000,1.6
09:45:00 02-Jan-2000,0.9
09:46:00 02-Jan-2000,2
09:47:00 02-Jan-2000,3
09:48:00 02-Jan-2000,0.5
09:49:00 02-Jan-2000,0.4
09:50:00 02-Jan-2000,2
09:51:00 02-Jan-2000,1.1
09:52:00 02-Jan-2000,0.9
09:53:00 02-Jan-2000,0
09:54:00 02-Jan-2000,1.6
09:55:00 02-Jan-2000,1.9
09:56:00 02-Jan-2000,0.9
09:57:00 02-Jan-2000,3
09:58:00 02-Jan-2000,0
09:59:00 02-Jan-2000,0.9
10:00:00 02-Jan-2000,1.9
10:01:00 02-Jan-2000,0.7
10:02:00 02-Jan-2000,0
10:03:00 02-Jan-2000,1.4
10:04:00 02-Jan-2000,1.8
10:05:00 02-Jan-2000,2.9
10:06:00 02-Jan-2000,0.5
10:07:00 02-Jan-2000,0.2
10:08:00 02-Jan-2000,1.1
10:09:00 02-Jan-2000,1.5
10:10:00 02-Jan-2000,0
10:11:00 02-Jan-2000,0
10:12:00 02-Jan-2000,1.8
10:13:00 02-Jan-2000,1.6
10:14:00 02-Jan-2000,0.9
10:15:00 02-Jan-2000,2.1
10:16:00 02-Jan-2000,0.5
10:17:00 02-Jan-2000,0.9
10:18:00 02-Jan-2000,0.9
10:19:00 02-Jan-2000,2.5
10:20:00 02-Jan-2000,2.6
10:21:00 02-Jan-2000,0.3
10:22:00 02-Jan-2000,1.4
10:23:00 02-Jan-2000,1.3
10:24:00 02-Jan-2000,1.4
10:25:00 02-Jan-2000,1.4
10:26:00 02-Jan-2000,1.4
10:27:00 02-Jan-2000,1.7
10:28:00 02-Jan-2000,0.8
10:29:00 02-Jan-2000,0.8
10:30:00 02-Jan-2000,0
10:31:00 02-Jan-2000,0
10:32:00 02-Jan-2000,0.8
10:33:00 02-Jan-2000,0.8
10:34:00 02-Jan-2000,1.6
10:35:00 02-Jan-2000,1.4
10:36:00 02-Jan-2000,0.9
10:37:00 02-Jan-2000,0
10:38:00 02-Jan-2000,0
10:39:00 02-Jan-2000,2.2
10:40:00 02-Jan-2000,0.1
10:41:00 02-Jan-2000,0
10:42:00 02-Jan-2000,0.8
10:43:00 02-Jan-2000,1.1
10:44:00 02-Jan-2000,2.5
10:45:00 02-Jan-2000,0.9
10:46:00 02-Jan-2000,2.6
10:47:00 02-Jan-2000,1.3
10:48:00 02-Jan-2000,0
10:49:00 02-Jan-2000,1.6
10:50:00 02-Jan-2000,2.2
10:51:00 02-Jan-2000,1.6
10:52:00 02-Jan-2000,2.4
10:53:00 02-Jan-2000,2.4
10:54:00 02-Jan-2000,0
10:55:00 02-Jan-2000,1.3
10:56:00 02-Jan-2000,0.3
10:57:00 02-Jan-2000,2.3
10:58:00 02-Jan-2000,3.2
10:59:00 02-Jan-2000,0.2
11:00:00 02-Jan-2000,2.9
11:01:00 02-Jan-2000,0.8
11:02:00 02-Jan-2000,3.1
11:03:00 02-Jan-2000,1.9
11:04:00 02-Jan-2000,2.5
11:05:00 02-Jan-2000,0.8
11:06:00 02-Jan-2000,0.9
11:07:00 02-Jan-2000,0
11:08:00 02-Jan-2000,0.9
11:09:00 02-Jan-2000,0.6
11:10:00 02-Jan-2000,0.9
11:11:00 02-Jan-2000,1.9
11:12:00 02-Jan-2000,1.5
11:13:00 02-Jan-2000,1.4
11:14:00 02-Jan-2000,0.7
11:15:00 02-Jan-2000,1.4
11:16:00 02-Jan-2000,3.4
11:17:00 02-Jan-2000,0
11:18:00 02-Jan-2000,1.4
11:19:00 02-Jan-2000,0.2
11:20:00 02-Jan-2000,0.9
11:21:00 02-Jan-2000,1.4
11:22:00 02-Jan-2000,1.9
11:23:00 02-Jan-2000,1.4
11:24:00 02-Jan-2000,2.4
11:25:00 02-Jan-2000,1.4
11:26:00 02-Jan-2000,1.3
11:27:00 02-Jan-2000,1.7
11:28:00 02-Jan-2000,1.8
11:29:00 02-Jan-2000,2.5
11:30:00 02-Jan-2000,1.2
11:31:00 02-Jan-2000,2.3
11:32:00 02-Jan-2000,1.4
11:33:00 02-Jan-2000,0
11:34:00 02-Jan-2000,2.1
11:35:00 02-Jan-2000,0.1
11:36:00 02-Jan-2000,2.4
11:37:00 02-Jan-2000,3.6
11:38:00 02-Jan-2000,2.5
11:39:00 02-Jan-2000,1.2
11:40:00 02-Jan-2000,2.1
11:41:00 02-Jan-2000,1.7
11:42:00 02-Jan-2000,0
11:43:00 02-Jan-2000,2.4
11:44:00 02-Jan-2000,1.6
11:45:00 02-Jan-2000,0.8
11:46:00 02-Jan-2000,0.6
11:47:00 02-Jan-2000,3.2
11:48:00 02-Jan-2000,1
11:49:00 02-Jan-2000,1.1
11:50:00 02-Jan-2000,0.2
11:51:00 02-Jan-2000,0.9
11:52:00 02-Jan-2000,3.1
11:53:00 02-Jan-2000,0.7
11:54:00 02-Jan-2000,0.6
11:55:00 02-Jan-2000,1.5
11:56:00 02-Jan-2000,1.4
11:57:00 02-Jan-2000,1.9
11:58:00 02-Jan-2000,2.2
11:59:00 02-Jan-2000,0
12:00:00 02-Jan-2000,1.2
12:01:00 02-Jan-2000,0.1
12:02:00 02-Jan-2000,0.9
12:03:00 02-Jan-2000,0
12:04:00 02-Jan-2000,1.8
12:05:00 02-Jan-2000,2.3
12:06:00 02-Jan-2000,3.3
12:07:00 02-Jan-2000,0
12:08:00 02-Jan-2000,0.5
12:09:00 02-Jan-2000,2.2
12:10:00 02-Jan-2000,3.4
12:11:00 02-Jan-2000,0
12:12:00 02-Jan-2000,0.5
12:13:00 02-Jan-2000,0.5
12:14:00 02-Jan-2000,1.6
12:15:00 02-Jan-2000,2.6
12:16:00 02-Jan-2000,0
12:17:00 02-Jan-2000,1.3
12:18:00 02-Jan-2000,2
12:19:00 02-Jan-2000,1.6
12:20:00 02-Jan-2000,1.6
12:21:00 02-Jan-2000,2.4
12:22:00 02-Jan-2000,0.1
12:23:00 02-Jan-2000,1.8
12:24:00 02-Jan-2000,1.7
12:25:00 02-Jan-2000,1.9
12:26:00 02-Jan-2000,1.6
12:27:00 02-Jan-2000,1.8
12:28:00 02-Jan-2000,0
12:29:00 02-Jan-2000,1.6
12:30:00 02-Jan-2000,2.3
12:31:00 02-Jan-2000,0.8
12:32:00 02-Jan-2000,1.6
12:33:00 02-Jan-2000,1
12:34:00 02-Jan-2000,1.1
12:35:00 02-Jan-2000,1.2
12:36:00 02-Jan-2000,1.1
12:37:00 02-Jan-2000,0
12:38:00 02-Jan-2000,2.5
12:39:00 02-Jan-2000,0.6
12:40:00 02-Jan-2000,1
12:41:00 02-Jan-2000,1.1
12:42:00 02-Jan-2000,1.5
12:43:00 02-Jan-2000,1
12:44:00 02-Jan-2000,0.9
12:45:00 02-Jan-2000,1.5
12:46:00 02-Jan-2000,1.2
12:47:00 02-Jan-2000,1.1
12:48:00 02-Jan-2000,0
12:49:00 02-Jan-2000,0.2
12:50:00 02-Jan-2000,3
12:51:00 02-Jan-2000,0.5
12:52:00 02-Jan-2000,1.6
12:53:00 02-Jan-2000,1.8
12:54:00 02-Jan-2000,1.5
12:55:00 02-Jan-2000,1.2
12:56:00 02-Jan-2000,1.9
12:57:00 02-Jan-2000,0.3
12:58:00 02-Jan-2000,1.3
12:59:00 02-Jan-2000,0
13:00:00 02-Jan-2000,1.5
13:01:00 02-Jan-2000,1.6
13:02:00 02-Jan-2000,2.8
13:03:00 02-Jan-2000,2.2
13:04:00 02-Jan-2000,3.1
13:05:00 02-Jan-2000,1.3
13:06:00 02-Jan-2000,1.4
13:07:00 02-Jan-2000,1.1
13:08:00 02-Jan-2000,0
13:09:00 02-Jan-2000,1.1
13:10:00 02-Jan-2000,2.1
13:11:00 02-Jan-2000,1.2
13:12:00 02-Jan-2000,0
13:13:00 02-Jan-2000,1.2
13:14:00 02-Jan-2000,0.7
13:15:00 02-Jan-2000,1.2
13:16:00 02-Jan-2000,2.2
13:17:00 02-Jan-2000,0.5
13:18:00 02-Jan-2000,2.1
13:19:00 02-Jan-2000,0
13:20:00 02-Jan-2000,2.2
13:21:00 02-Jan-2000,0
13:22:00 02-Jan-2000,0.6
13:23:00 02-Jan-2000,0.1
13:24:00 02-Jan-2000,1.3
13:25:00 02-Jan-2000,0.9
13:26:00 02-Jan-2000,1.4
13:27:00 02-Jan-2000,0.7
13:28:00 02-Jan-2000,1.2
13:29:00 02-Jan-2000,3
13:30:00 02-Jan-2000,1.2
13:31:00 02-Jan-2000,1.9
13:32:00 02-Jan-2000,1.2
13:33:00 02-Jan-2000,1.8
13:34:00 02-Jan-2000,1
13:35:00 02-Jan-2000,0
13:36:00 02-Jan-2000,0
13:37:00 02-Jan-2000,1
13:38:00 02-Jan-2000,2.6
13:39:00 02-Jan-2000,1.9
13:40:00 02-Jan-2000,1.1
13:41:00 02-Jan-2000,2.1
13:42:00 02-Jan-2000,2.4
13:43:00 02-Jan-2000,2.5
13:44:00 02-Jan-2000,2.1
13:45:00 02-Jan-2000,1.8
13:46:00 02-Jan-2000,1.5
13:47:00 02-Jan-2000,0.2
13:48:00 02-Jan-2000,0
13:49:00 02-Jan-2000,2
13:50:00 02-Jan-2000,0.5
13:51:00 02-Jan-2000,0
13:52:00 02-Jan-2000,0
13:53:00 02-Jan-2000,0
13:54:00 02-Jan-2000,0.9
13:55:00 02-Jan-2000,1.5
13:56:00 02-Jan-2000,1.2
13:57:00 02-Jan-2000,0
13:58:00 02-Jan-2000,1.6
13:59:00 02-Jan-2000,1
14:00:00 02-Jan-2000,1.3
14:01:00 02-Jan-2000,1.4
14:02:00 02-Jan-2000,1.7
14:03:00 02-Jan-2000,0.9
14:04:00 02-Jan-2000,2.2
14:05:00 02-Jan-2000,2.5
14:06:00 02-Jan-2000,1.1
14:07:00 02-Jan-2000,0.5
14:08:00 02-Jan-2000,1.2
14:09:00 02-Jan-2000,1.3
14:10:00 02-Jan-2000,0.8
14:11:00 02-Jan-2000,3.1
14:12:00 02-Jan-2000,0
14:13:00 02-Jan-2000,1.3
14:14:00 02-Jan-2000,1.2
14:15:00 02-Jan-2000,2.5
14:16:00 02-Jan-2000,0.9
14:17:00 02-Jan-2000,0.8
14:18:00 02-Jan-2000,1.7
14:19:00 02-Jan-2000,0.3
14:20:00 02-Jan-2000,1.6
14:21:00 02-Jan-2000,2.1
14:22:00 02-Jan-2000,1.9
14:23:00 02-Jan-2000,2.2
14:24:00 02-Jan-2000,0.5
14:25:00 02-Jan-2000,0.3
14:26:00 02-Jan-2000,1.5
14:27:00 02-Jan-2000,1.1
14:28:00 02-Jan-2000,1.4
14:29:00 02-Jan-2000,3.6
14:30:00 02-Jan-2000,2.5
14:31:00 02-Jan-2000,0.1
14:32:00 02-Jan-2000,1.2
14:33:00 02-Jan-2000,2.8
14:34:00 02-Jan-2000,2.2
14:35:00 02-Jan-2000,1.9
14:36:00 02-Jan-2000,1.2
14:37:00 02-Jan-2000,1
14:38:00 02-Jan-2000,1.5
14:39:00 02-Jan-2000,1.6
14:40:00 02-Jan-2000,0.8
14:41:00 02-Jan-2000,1.7
14:42:00 02-Jan-2000,1.2
14:43:00 02-Jan-2000,0
14:44:00 02-Jan-2000,2
14:45:00 02-Jan-2000,1.2
14:46:00 02-Jan-2000,0.3
14:47:00 02-Jan-2000,3.5
14:48:00 02-Jan-2000,2.2
14:49:00 02-Jan-2000,0.6
14:50:00 02-Jan-2000,0
14:51:00 02-Jan-2000,2.2
14:52:00 02-Jan-2000,0.2
14:53:00 02-Jan-2000,0
14:54:00 02-Jan-2000,1
14:55:00 02-Jan-2000,2.2
14:56:00 02-Jan-2000,2.5
14:57:00 02-Jan-2000,0
14:58:00 02-Jan-2000,0
14:59:00 02-Jan-2000,1.2
15:00:00 02-Jan-2000,2.5
15:01:00 02-Jan-2000,1.8
15:02:00 02-Jan-2000,0.2
15:03:00 02-Jan-2000,1
15:04:00 02-Jan-2000,0.4
15:05:00 02-Jan-2000,0.1
15:06:00 02-Jan-2000,0.2
15:07:00 02-Jan-2000,1.8
15:08:00 02-Jan-2000,1.8
15:09:00 02-Jan-2000,2.3
15:10:00 02-Jan-2000,2.5
15:11:00 02-Jan-2000,1.3
15:12:00 02-Jan-2000,1.9
15:13:00 02-Jan-2000,1.3
15:14:00 02-Jan-2000,1.1
15:15:00 02-Jan-2000,0
15:16:00 02-Jan-2000,2.3
15:17:00 02-Jan-2000,2.9
15:18:00 02-Jan-2000,2.1
15:19:00 02-Jan-2000,0
15:20:00 02-Jan-2000,0.6
15:21:00 02-Jan-2000,0.5
15:22:00 02-Jan-2000,0.4
15:23:00 02-Jan-2000,0.6
15:24:00 02-Jan-2000,1
15:25:00 02-Jan-2000,1.4
15:26:00 02-Jan-2000,1.2
15:27:00 02-Jan-2000,0.9
15:28:00 02-Jan-2000,2
15:29:00 02-Jan-2000,3.1
15:30:00 02-Jan-2000,1.6
15:31:00 02-Jan-2000,1.7
15:32:00 02-Jan-2000,3.4
15:33:00 02-Jan-2000,0.7
15:34:00 02-Jan-2000,0.2
15:35:00 02-Jan-2000,0.2
15:36:00 02-Jan-2000,0
15:37:00 02-Jan-2000,1.4
15:38:00 02-Jan-2000,1.3
15:39:00 02-Jan-2000,2.3
15:40:00 02-Jan-2000,0
15:41:00 02-Jan-2000,1.3
15:42:00 02-Jan-2000,0.8
15:43:00 02-Jan-2000,1.5
15:44:00 02-Jan-2000,2.3
15:45:00 02-Jan-2000,1.8
15:46:00 02-Jan-2000,0.6
15:47:00 02-Jan-2000,3
15:48:00 02-Jan-2000,1.3
15:49:00 02-Jan-2000,0.6
15:50:00 02-Jan-2000,0.8
15:51:00 02-Jan-2000,1.4
15:52:00 02-Jan-2000,1.6
15:53:00 02-Jan-2000,1.2
15:54:00 02-Jan-2000,1.4
15:55:00 02-Jan-2000,0.8
15:56:00 02-Jan-2000,0.9
15:57:00 02-Jan-2000,1.5
15:58:00 02-Jan-2000,1.6
15:59:00 02-Jan-2000,0.9
16:00:00 02-Jan-2000,3.2
16:01:00 02-Jan-2000,1.7
16:02:00 02-Jan-2000,1.1
16:03:00 02-Jan-2000,2.3
16:04:00 02-Jan-2000,0
16:05:00 02-Jan-2000,1.6
16:06:00 02-Jan-2000,0.3
16:07:00 02-Jan-2000,2.5
16:08:00 02-Jan-2000,0.4
16:09:00 02-Jan-2000,1
16:10:00 02-Jan-2000,2.9
16:11:00 02-Jan-2000,0.4
16:12:00 02-Jan-2000,4.7
16:13:00 02-Jan-2000,1.4
16:14:00 02-Jan-2000,0
16:15:00 02-Jan-2000,2.7
16:16:00 02-Jan-2000,0
16:17:00 02-Jan-2000,2.7
16:18:00 02-Jan-2000,2.1
16:19:00 02-Jan-2000,3
16:20:00 02-Jan-2000,0.2
16:21:00 02-Jan-2000,1.3
16:22:00 02-Jan-2000,1.7
16:23:00 02-Jan-2000,1.6
16:24:00 02-Jan-2000,0.8
16:25:00 02-Jan-2000,1.9
16:26:00 02-Jan-2000,0.1
16:27:00 02-Jan-2000,1.7
16:28:00 02-Jan-2000,1.4
16:29:00 02-Jan-2000,1.7
16:30:00 02-Jan-2000,0
16:31:00 02-Jan-2000,1.3
16:32:00 02-Jan-2000,2.9
16:33:00 02-Jan-2000,0
16:34:00 02-Jan-2000,3
16:35:00 02-Jan-2000,1.2
16:36:00 02-Jan-2000,2.1
16:37:00 02-Jan-2000,1.6
16:38:00 02-Jan-2000,1.6
16:39:00 02-Jan-2000,0
16:40:00 02-Jan-2000,1.2
16:41:00 02-Jan-2000,1.1
16:42:00 02-Jan-2000,1.8
16:43:00 02-Jan-2000,2
16:44:00 02-Jan-2000,0.5
16:45:00 02-Jan-2000,0.1
16:46:00 02-Jan-2000,0
16:47:00 02-Jan-2000,2.2
16:48:00 02-Jan-2000,2.6
16:49:00 02-Jan-2000,1
16:50:00 02-Jan-2000,1
16:51:00 02-Jan-2000,1.5
16:52:00 02-Jan-2000,1.2
16:53:00 02-Jan-2000,0.6
16:54:00 02-Jan-2000,1.6
16:55:00 02-Jan-2000,0.7
16:56:00 02-Jan-2000,0.9
16:57:00 02-Jan-2000,2.1
16:58:00 02-Jan-2000,1.3
16:59:00 02-Jan-2000,2.8
17:00:00 02-Jan-2000,1.3
17:01:00 02-Jan-2000,2.6
17:02:00 02-Jan-2000,0
17:03:00 02-Jan-2000,1
17:04:00 02-Jan-2000,1.9
17:05:00 02-Jan-2000,0.4
17:06:00 02-Jan-2000,1.9
17:07:00 02-Jan-2000,1
17:08:00 02-Jan-2000,0
17:09:00 02-Jan-2000,2.4
17:10:00 02-Jan-2000,0
17:11:00 02-Jan-2000,1.6
17:12:00 02-Jan-2000,1.2
17:13:00 02-Jan-2000,1.2
17:14:00 02-Jan-2000,0
17:15:00 02-Jan-2000,0
17:16:00 02-Jan-2000,1.6
17:17:00 02-Jan-2000,1.2
17:18:00 02-Jan-2000,1.6
17:19:00 02-Jan-2000,1.7
17:20:00 02-Jan-2000,1
17:21:00 02-Jan-2000,1.1
17:22:00 02-Jan-2000,2.3
17:23:00 02-Jan-2000,3.1
17:24:00 02-Jan-2000,0.8
17:25:00 02-Jan-2000,1.5
17:26:00 02-Jan-2000,1.2
17:27:00 02-Jan-2000,1.2
17:28:00 02-Jan-2000,1.8
17:29:00 02-Jan-2000,0.7
17:30:00 02-Jan-2000,3.8
17:31:00 02-Jan-2000,2.1
17:32:00 02-Jan-2000,0.9
17:33:00 02-Jan-2000,0.4
17:34:00 02-Jan-2000,0.6
17:35:00 02-Jan-2000,1
17:36:00 02-Jan-2000,0.3
17:37:00 02-Jan-2000,0
17:38:00 02-Jan-2000,1.8
17:39:00 02-Jan-2000,0
17:40:00 02-Jan-2000,1.1
17:41:00 02-Jan-2000,1.6
17:42:00 02-Jan-2000,0
17:43:00 02-Jan-2000,0
17:44:00 02-Jan-2000,0.3
17:45:00 02-Jan-2000,2.3
17:46:00 02-Jan-2000,1.7
17:47:00 02-Jan-2000,1.6
17:48:00 02-Jan-2000,0.6
17:49:00 02-Jan-2000,1.9
17:50:00 02-Jan-2000,1.3
17:51:00 02-Jan-2000,2
17:52:00 02-Jan-2000,2.2
17:53:00 02-Jan-2000,1.7
17:54:00 02-Jan-2000,3.6
17:55:00 02-Jan-2000,0.1
17:56:00 02-Jan-2000,0
17:57:00 02-Jan-2000,2.2
17:58:00 02-Jan-2000,1.6
17:59:00 02-Jan-2000,2.5
18:00:00 02-Jan-2000,2.6
18:01:00 02-Jan-2000,2.1
18:02:00 02-Jan-2000,2.3
18:03:00 02-Jan-2000,2.1
18:04:00 02-Jan-2000,0
18:05:00 02-Jan-2000,0.5
18:06:00 02-Jan-2000,3.1
18:07:00 02-Jan-2000,1.2
18:08:00 02-Jan-2000,2.7
18:09:00 02-Jan-2000,3
18:10:00 02-Jan-2000,2.1
18:11:00 02-Jan-2000,3.5
18:12:00 02-Jan-2000,1.9
18:13:00 02-Jan-2000,1.8
18:14:00 02-Jan-2000,3.1
18:15:00 02-Jan-2000,2.6
18:16:00 02-Jan-2000,2.5
18:17:00 02-Jan-2000,1.9
18:18:00 02-Jan-2000,0.9
18:19:00 02-Jan-2000,0.8
18:20:00 02-Jan-2000,0
18:21:00 02-Jan-2000,2.4
18:22:00 02-Jan-2000,2.3
18:23:00 02-Jan-2000,2.2
18:24:00 02-Jan-2000,1.5
18:25:00 02-Jan-2000,0
18:26:00 02-Jan-2000,0.8
18:27:00 02-Jan-2000,0
18:28:00 02-Jan-2000,1.4
18:29:00 02-Jan-2000,0.3
18:30:00 02-Jan-2000,0.7
18:31:00 02-Jan-2000,2.1
18:32:00 02-Jan-2000,0.4
18:33:00 02-Jan-2000,1.5
18:34:00 02-Jan-2000,0
18:35:00 02-Jan-2000,0.7
18:36:00 02-Jan-2000,1.5
18:37:00 02-Jan-2000,1.5
18:38:00 02-Jan-2000,1.6
18:39:00 02-Jan-2000,1.3
18:40:00 02-Jan-2000,1.2
18:41:00 02-Jan-2000,2.8
18:42:00 02-Jan-2000,1.3
18:43:00 02-Jan-2000,2.2
18:44:00 02-Jan-2000,1
18:45:00 02-Jan-2000,1
18:46:00 02-Jan-2000,0
18:47:00 02-Jan-2000,1.2
18:48:00 02-Jan-2000,2.6
18:49:00 02-Jan-2000,2.2
18:50:00 02-Jan-2000,0.7
18:51:00 02-Jan-2000,1.6
18:52:00 02-Jan-2000,2.1
18:53:00 02-Jan-2000,0
18:54:00 02-Jan-2000,0.2
18:55:00 02-Jan-2000,0.1
18:56:00 02-Jan-2000,1.1
18:57:00 02-Jan-2000,1.2
18:58:00 02-Jan-2000,1.3
18:59:00 02-Jan-2000,1.1
19:00:00 02-Jan-2000,1.4
19:01:00 02-Jan-2000,1.2
19:02:00 02-Jan-2000,3.5
19:03:00 02-Jan-2000,2.6
19:04:00 02-Jan-2000,1.6
19:05:00 02-Jan-2000,1.9
19:06:00 02-Jan-2000,0
19:07:00 02-Jan-2000,1.1
19:08:00 02-Jan-2000,2.4
19:09:00 02-Jan-2000,1.4
19:10:00 02-Jan-2000,0
19:11:00 02-Jan-2000,1.5
19:12:00 02-Jan-2000,1.5
19:13:00 02-Jan-2000,2.5
19:14:00 02-Jan-2000,1.2
19:15:00 02-Jan-2000,1.7
19:16:00 02-Jan-2000,0.5
19:17:00 02-Jan-2000,1.9
19:18:00 02-Jan-2000,2.1
19:19:00 02-Jan-2000,3.8
19:20:00 02-Jan-2000,1.7
19:21:00 02-Jan-2000,2.2
19:22:00 02-Jan-2000,1.3
19:23:00 02-Jan-2000,0.3
19:24:00 02-Jan-2000,0.7
19:25:00 02-Jan-2000,0.6
19:26:00 02-Jan-2000,1.1
19:27:00 02-Jan-2000,2.1
19:28:00 02-Jan-2000,1.9
19:29:00 02-Jan-2000,0.8
19:30:00 02-Jan-2000,3.1
19:31:00 02-Jan-2000,2.6
19:32:00 02-Jan-2000,2.5
19:33:00 02-Jan-2000,1.2
19:34:00 02-Jan-2000,1.1
